sort,UniqueID,SurveyDate,Time,Visit,Observer,SurveyType,NoiseLevel,SPECIES,Count,TimeInterval,DISTANCE,FID,Strata,Plot,Station,Latitude,Longitude,Join_Count,YearLoss,Class_Name,ModisLCC,FIRENAME,YEAR,Disturbance,PKEY,PKEYm,Noise,JULIAN,JDAY,srise,start_time,TSSR,Interval,SS,RandomSel
6837,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,AMRO,3,7-8 min,50-100 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,5-10 min,93PA.021,0
6838,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,BRCR,1,2-3 min,50-100 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,0-3 min,93PA.021,0
6839,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,WTSP,1,5-6 min,50-100 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,5-10 min,93PA.021,0
6840,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,RESQ,1,8-9 min,50-100 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,5-10 min,93PA.021,0
6841,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,WTSP,1,1-2 min,50-100 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,0-3 min,93PA.021,0
6842,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,AMRO,1,0-1 min,50-100 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,0-3 min,93PA.021,0
6843,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,COGO,1,7-8 min,50-100 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,5-10 min,93PA.021,0
6844,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,AMRO,1,0-1 min,50-100 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,0-3 min,93PA.021,0
6845,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,CHSP,1,7-8 min,0-49 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,5-10 min,93PA.021,0
6846,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,CEDW,2,3-4 min,0-49 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,3-5 min,93PA.021,0
6847,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,MAWA,1,1-2 min,0-49 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,0-3 min,93PA.021,0
6848,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,MOWA,1,7-8 min,0-49 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,5-10 min,93PA.021,0
6849,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,WTSP,3,0-1 min,0-49 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,0-3 min,93PA.021,0
6850,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,PHVI,1,1-2 min,0-49 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,0-3 min,93PA.021,0
6851,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,AMRE,1,2-3 min,0-49 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,0-3 min,93PA.021,0
6852,93PA-021-A,28-Jun-15,6:44:00 AM,1,CMC,HUM,Light,NAWA,1,3-4 min,0-49 m,568,93PA,21,A,53.80492037,-105.3955236,0,0,Sparse Coniferous,8, ,0,Undisturbed,93PA-021-A_1,93PA-021-A_1_H,1,178,0.487671233,4.5509309,6.733333333,0.090933435,3-5 min,93PA.021,0
6853,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,CEDW,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6854,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,WTSP,3,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6855,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,MOWA,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6856,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,GRAJ,1,1-2 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6857,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,WISN,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6858,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,SWTH,1,5-6 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,5-10 min,93PA.021,0
6859,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,MAWA,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6860,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,CHSP,1,1-2 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6861,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,MAWA,2,5-6 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,5-10 min,93PA.021,0
6862,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,TEWA,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6863,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,RESQ,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6864,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,SWTH,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6865,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,WIWR,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6866,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,ARU,Light,HAWO,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6867,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,CEDW,1,0-3 min,0-49 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6868,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,CHSP,1,3-5 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,3-5 min,93PA.021,0
6869,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,GRAJ,1,5-10 min,>100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,5-10 min,93PA.021,0
6870,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,HAWO,1,0-3 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6871,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,MAWA,1,0-3 min,0-49 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6872,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,MAWA,1,0-3 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6873,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,MAWA,1,5-10 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,5-10 min,93PA.021,0
6874,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,MOWA,1,0-3 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6875,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,RESQ,1,0-3 min,>100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6876,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,SWTH,1,0-3 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6877,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,TEWA,1,0-3 min,0-49 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6878,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,WISN,1,0-3 min,>100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6879,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,WIWR,1,0-3 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6880,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,WTSP,1,0-3 min,0-49 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6881,93PA-021-B,23-Jun-14,7:56:00 AM,1,KJK,HUM,Light,WTSP,2,0-3 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,173,0.473972603,4.514199976,7.933333333,0.14246389,0-3 min,93PA.021,0
6882,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,AMRO,1,9-10 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6883,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,WTSP,1,1-2 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6884,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,WEWP,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6885,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,WTSP,1,6-7 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6886,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,WOSP,1,2-3 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6887,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,RESQ,1,8-9 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6888,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,WTSP,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6889,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,AMCR,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6890,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,RBNU,1,4-5 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,3-5 min,93PA.021,0
6891,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,WTSP,1,6-7 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6892,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,RESQ,1,3-4 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,3-5 min,93PA.021,0
6893,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,SWTH,1,7-8 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6894,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,RCKI,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6895,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,NOFL,1,5-6 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6896,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,CHSP,1,1-2 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6897,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,NAWA,1,5-6 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6898,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,MAWA,2,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6899,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,WTSP,1,0-1 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6900,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,SWTH,1,9-10 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6901,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,ARU,Light,CHSP,1,6-7 min,ARU,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_A,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6902,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,WTSP,1,1-2 min,>100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6903,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,SWTH,1,7-8 min,>100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6904,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,WEWP,1,0-1 min,>100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6905,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,RBNU,1,1-2 min,>100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6906,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,AMRO,1,6-7 min,>100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6907,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,HETH,1,1-2 min,>100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6908,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,RBNU,1,7-8 min,>100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6909,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,NOFL,1,6-7 min,>100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6910,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,SWTH,1,8-9 min,>100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6911,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,RESQ,1,5-6 min,>100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6912,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,HAWO,4,4-5 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,3-5 min,93PA.021,0
6913,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,RCKI,1,0-1 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6914,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,WTSP,1,0-1 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
6915,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,CHSP,1,5-6 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,5-10 min,93PA.021,0
6916,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,RESQ,1,4-5 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,3-5 min,93PA.021,0
6917,93PA-021-B,28-Jun-15,6:21:00 AM,1,CMC,HUM,Light,MAWA,1,1-2 min,50-100 m,569,93PA,21,B,53.80702949,-105.3965489,0,5,Open coniferous,6, ,0,Cutblock,93PA-021-B_1,93PA-021-B_1_H,1,178,0.487671233,4.55077272,6.35,0.074967803,0-3 min,93PA.021,0
