sort,UniqueID,SurveyDate,Time,Visit,Observer,SurveyType,NoiseLevel,SPECIES,Count,TimeInterval,DISTANCE,FID,Strata,Plot,Station,Latitude,Longitude,Join_Count,YearLoss,Class_Name,ModisLCC,FIRENAME,YEAR,Disturbance,PKEY,PKEYm,Noise,JULIAN,JDAY,srise,start_time,TSSR,Interval,SS,RandomSel
2602,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,ARU,Moderate,WTSP,1,3-4 min,ARU,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_A,2,155,0.424657534,4.339228477,8.833333333,0.187254369,3-5 min,2007.249,1
2603,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,ARU,Moderate,GRAJ,1,9-10 min,ARU,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_A,2,155,0.424657534,4.339228477,8.833333333,0.187254369,5-10 min,2007.249,1
2604,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,ARU,Moderate,RCKI,1,2-3 min,ARU,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_A,2,155,0.424657534,4.339228477,8.833333333,0.187254369,0-3 min,2007.249,1
2605,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,ARU,Moderate,SWTH,1,7-8 min,ARU,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_A,2,155,0.424657534,4.339228477,8.833333333,0.187254369,5-10 min,2007.249,1
2606,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,ARU,Moderate,BRCR,1,2-3 min,ARU,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_A,2,155,0.424657534,4.339228477,8.833333333,0.187254369,0-3 min,2007.249,1
2607,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,ARU,Moderate,GCKI,1,1-2 min,ARU,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_A,2,155,0.424657534,4.339228477,8.833333333,0.187254369,0-3 min,2007.249,1
2608,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,ARU,Moderate,CHSP,1,9-10 min,ARU,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_A,2,155,0.424657534,4.339228477,8.833333333,0.187254369,5-10 min,2007.249,1
2609,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,CORA,1,2-3 min,>100 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,0-3 min,2007.249,1
2610,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,AMRO,1,9-10 min,>100 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,5-10 min,2007.249,1
2611,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,CORA,1,3-4 min,0-49 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,3-5 min,2007.249,1
2612,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,DEJU,1,9-10 min,0-49 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,5-10 min,2007.249,1
2613,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,CORA,2,0-1 min,0-49 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,0-3 min,2007.249,1
2614,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,RCKI,1,6-7 min,0-49 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,5-10 min,2007.249,1
2615,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,UNKN,1,6-7 min,0-49 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,5-10 min,2007.249,1
2616,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,UNKN,1,9-10 min,50-100 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,5-10 min,2007.249,1
2617,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,TEWA,1,0-1 min,50-100 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,0-3 min,2007.249,1
2618,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,WIWR,1,0-1 min,50-100 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,0-3 min,2007.249,1
2619,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,WTSP,1,2-3 min,50-100 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,0-3 min,2007.249,1
2620,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,RCKI,1,0-1 min,50-100 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,0-3 min,2007.249,1
2621,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,RCKI,1,1-2 min,50-100 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,0-3 min,2007.249,1
2622,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,SWTH,1,7-8 min,50-100 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,5-10 min,2007.249,1
2623,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,RCKI,1,2-3 min,50-100 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,0-3 min,2007.249,1
2624,2007-249-02,05-Jun-15,8:50:00 AM,1,BFDO,HUM,Moderate,RCKI,1,5-6 min,50-100 m,424,2007,249,2,55.59064593,-104.7854515,0,0,Open coniferous,6, ,0,Undisturbed,2007-249-02_1,2007-249-02_1_H,2,155,0.424657534,4.339228477,8.833333333,0.187254369,5-10 min,2007.249,1
2625,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,ARU,Moderate,CORA,3,0-1 min,ARU,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_A,2,155,0.424657534,4.339600647,8.383333333,0.168488862,0-3 min,2007.25,1
2626,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,ARU,Moderate,MYWA,1,3-4 min,ARU,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_A,2,155,0.424657534,4.339600647,8.383333333,0.168488862,3-5 min,2007.25,1
2627,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,ARU,Moderate,CHSP,1,5-6 min,ARU,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_A,2,155,0.424657534,4.339600647,8.383333333,0.168488862,5-10 min,2007.25,1
2628,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,ARU,Moderate,DEJU,1,0-1 min,ARU,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_A,2,155,0.424657534,4.339600647,8.383333333,0.168488862,0-3 min,2007.25,1
2629,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,ARU,Moderate,YBSA,1,9-10 min,ARU,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_A,2,155,0.424657534,4.339600647,8.383333333,0.168488862,5-10 min,2007.25,1
2630,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,ARU,Moderate,TEWA,1,0-1 min,ARU,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_A,2,155,0.424657534,4.339600647,8.383333333,0.168488862,0-3 min,2007.25,1
2631,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,ARU,Moderate,WTSP,1,6-7 min,ARU,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_A,2,155,0.424657534,4.339600647,8.383333333,0.168488862,5-10 min,2007.25,1
2632,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,HUM,Moderate,CORA,1,0-1 min,>100 m,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_H,2,155,0.424657534,4.339600647,8.383333333,0.168488862,0-3 min,2007.25,1
2633,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,HUM,Moderate,WTSP,1,0-1 min,>100 m,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_H,2,155,0.424657534,4.339600647,8.383333333,0.168488862,0-3 min,2007.25,1
2634,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,HUM,Moderate,CHSP,1,9-10 min,>100 m,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_H,2,155,0.424657534,4.339600647,8.383333333,0.168488862,5-10 min,2007.25,1
2635,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,HUM,Moderate,CORA,1,3-4 min,>100 m,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_H,2,155,0.424657534,4.339600647,8.383333333,0.168488862,3-5 min,2007.25,1
2636,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,HUM,Moderate,CORA,1,4-5 min,50-100 m,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_H,2,155,0.424657534,4.339600647,8.383333333,0.168488862,3-5 min,2007.25,1
2637,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,HUM,Moderate,TEWA,1,0-1 min,50-100 m,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_H,2,155,0.424657534,4.339600647,8.383333333,0.168488862,0-3 min,2007.25,1
2638,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,HUM,Moderate,MYWA,1,4-5 min,50-100 m,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_H,2,155,0.424657534,4.339600647,8.383333333,0.168488862,3-5 min,2007.25,1
2639,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,HUM,Moderate,DEJU,1,0-1 min,50-100 m,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_H,2,155,0.424657534,4.339600647,8.383333333,0.168488862,0-3 min,2007.25,1
2640,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,HUM,Moderate,CORA,1,4-5 min,0-49 m,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_H,2,155,0.424657534,4.339600647,8.383333333,0.168488862,3-5 min,2007.25,1
2641,2007-250-03,05-Jun-15,8:23:00 AM,1,BFDO,HUM,Moderate,YBSA,1,9-10 min,0-49 m,425,2007,250,3,55.58939388,-104.7888695,0,0,Open coniferous,6, ,0,Undisturbed,2007-250-03_1,2007-250-03_1_H,2,155,0.424657534,4.339600647,8.383333333,0.168488862,5-10 min,2007.25,1
2642,2007-251-04,05-Jun-15,7:57:00 AM,1,BFDO,ARU,Light,GRAJ,2,0-1 min,ARU,426,2007,251,4,55.58687841,-104.7891527,0,0,Open coniferous,6, ,0,Undisturbed,2007-251-04_1,2007-251-04_1_A,1,155,0.424657534,4.33990965,7.95,0.150420431,0-3 min,2007.251,1
2643,2007-251-04,05-Jun-15,7:57:00 AM,1,BFDO,ARU,Light,RCKI,1,0-1 min,ARU,426,2007,251,4,55.58687841,-104.7891527,0,0,Open coniferous,6, ,0,Undisturbed,2007-251-04_1,2007-251-04_1_A,1,155,0.424657534,4.33990965,7.95,0.150420431,0-3 min,2007.251,1
2644,2007-251-04,05-Jun-15,7:57:00 AM,1,BFDO,ARU,Light,CORA,3,0-1 min,ARU,426,2007,251,4,55.58687841,-104.7891527,0,0,Open coniferous,6, ,0,Undisturbed,2007-251-04_1,2007-251-04_1_A,1,155,0.424657534,4.33990965,7.95,0.150420431,0-3 min,2007.251,1
2645,2007-251-04,05-Jun-15,7:57:00 AM,1,BFDO,ARU,Light,PISI,1,6-7 min,ARU,426,2007,251,4,55.58687841,-104.7891527,0,0,Open coniferous,6, ,0,Undisturbed,2007-251-04_1,2007-251-04_1_A,1,155,0.424657534,4.33990965,7.95,0.150420431,5-10 min,2007.251,1
2646,2007-251-04,05-Jun-15,7:57:00 AM,1,BFDO,ARU,Light,CORA,1,0-1 min,ARU,426,2007,251,4,55.58687841,-104.7891527,0,0,Open coniferous,6, ,0,Undisturbed,2007-251-04_1,2007-251-04_1_A,1,155,0.424657534,4.33990965,7.95,0.150420431,0-3 min,2007.251,1
2647,2007-251-04,05-Jun-15,7:57:00 AM,1,BFDO,HUM,Light,CORA,2,0-1 min,>100 m,426,2007,251,4,55.58687841,-104.7891527,0,0,Open coniferous,6, ,0,Undisturbed,2007-251-04_1,2007-251-04_1_H,1,155,0.424657534,4.33990965,7.95,0.150420431,0-3 min,2007.251,1
2648,2007-251-04,05-Jun-15,7:57:00 AM,1,BFDO,HUM,Light,CORA,1,3-4 min,>100 m,426,2007,251,4,55.58687841,-104.7891527,0,0,Open coniferous,6, ,0,Undisturbed,2007-251-04_1,2007-251-04_1_H,1,155,0.424657534,4.33990965,7.95,0.150420431,3-5 min,2007.251,1
2649,2007-251-04,05-Jun-15,7:57:00 AM,1,BFDO,HUM,Light,WTSP,1,1-2 min,>100 m,426,2007,251,4,55.58687841,-104.7891527,0,0,Open coniferous,6, ,0,Undisturbed,2007-251-04_1,2007-251-04_1_H,1,155,0.424657534,4.33990965,7.95,0.150420431,0-3 min,2007.251,1
2650,2007-251-04,05-Jun-15,7:57:00 AM,1,BFDO,HUM,Light,GRAJ,1,0-1 min,50-100 m,426,2007,251,4,55.58687841,-104.7891527,0,0,Open coniferous,6, ,0,Undisturbed,2007-251-04_1,2007-251-04_1_H,1,155,0.424657534,4.33990965,7.95,0.150420431,0-3 min,2007.251,1
2651,2007-251-04,05-Jun-15,7:57:00 AM,1,BFDO,HUM,Light,RCKI,1,7-8 min,50-100 m,426,2007,251,4,55.58687841,-104.7891527,0,0,Open coniferous,6, ,0,Undisturbed,2007-251-04_1,2007-251-04_1_H,1,155,0.424657534,4.33990965,7.95,0.150420431,5-10 min,2007.251,1
2652,2007-251-04,05-Jun-15,7:57:00 AM,1,BFDO,HUM,Light,PISI,1,7-8 min,0-49 m,426,2007,251,4,55.58687841,-104.7891527,0,0,Open coniferous,6, ,0,Undisturbed,2007-251-04_1,2007-251-04_1_H,1,155,0.424657534,4.33990965,7.95,0.150420431,5-10 min,2007.251,1
2653,2007-251-04,05-Jun-15,7:57:00 AM,1,BFDO,HUM,Light,GRAJ,1,0-1 min,0-49 m,426,2007,251,4,55.58687841,-104.7891527,0,0,Open coniferous,6, ,0,Undisturbed,2007-251-04_1,2007-251-04_1_H,1,155,0.424657534,4.33990965,7.95,0.150420431,0-3 min,2007.251,1
2654,2007-251-04,05-Jun-15,7:57:00 AM,1,BFDO,HUM,Light,CORA,1,0-1 min,0-49 m,426,2007,251,4,55.58687841,-104.7891527,0,0,Open coniferous,6, ,0,Undisturbed,2007-251-04_1,2007-251-04_1_H,1,155,0.424657534,4.33990965,7.95,0.150420431,0-3 min,2007.251,1
2655,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,CORA,1,2-3 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2656,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,HETH,1,0-1 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2657,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,RCKI,2,0-1 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2658,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,CORA,2,0-1 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2659,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,COLO,1,8-9 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,5-10 min,2007.252,0
2660,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,HETH,1,1-2 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2661,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,MYWA,1,0-1 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2662,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,WTSP,1,1-2 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2663,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,TEWA,1,6-7 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,5-10 min,2007.252,0
2664,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,WTSP,1,0-1 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2665,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,YBSA,1,8-9 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,5-10 min,2007.252,0
2666,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,CHSP,1,3-4 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,3-5 min,2007.252,0
2667,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,SWTH,1,7-8 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,5-10 min,2007.252,0
2668,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,BRCR,1,5-6 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,5-10 min,2007.252,0
2669,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,TEWA,1,0-1 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2670,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,MYWA,1,3-4 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,3-5 min,2007.252,0
2671,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,ARU,Light,REVI,1,0-1 min,ARU,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_A,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2672,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,HUM,Light,TEWA,1,0-1 min,>100 m,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_H,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2673,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,HUM,Light,HETH,1,0-1 min,>100 m,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_H,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2674,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,HUM,Light,REVI,1,0-1 min,0-49 m,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_H,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2675,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,HUM,Light,MYWA,1,0-1 min,0-49 m,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_H,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2676,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,HUM,Light,TEWA,1,0-1 min,0-49 m,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_H,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2677,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,HUM,Light,BRCR,1,6-7 min,0-49 m,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_H,1,155,0.424657534,4.340170454,7.45,0.129576231,5-10 min,2007.252,0
2678,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,HUM,Light,CHSP,2,1-2 min,0-49 m,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_H,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2679,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,HUM,Light,WTSP,2,0-1 min,>100 m,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_H,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2680,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,HUM,Light,CORA,1,1-2 min,>100 m,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_H,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2681,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,HUM,Light,CORA,1,3-4 min,>100 m,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_H,1,155,0.424657534,4.340170454,7.45,0.129576231,3-5 min,2007.252,0
2682,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,HUM,Light,CANG,1,9-10 min,>100 m,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_H,1,155,0.424657534,4.340170454,7.45,0.129576231,5-10 min,2007.252,0
2683,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,HUM,Light,CORA,3,0-1 min,50-100 m,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_H,1,155,0.424657534,4.340170454,7.45,0.129576231,0-3 min,2007.252,0
2684,2007-252-05,05-Jun-15,7:27:00 AM,1,BFDO,HUM,Light,RCKI,1,3-4 min,50-100 m,427,2007,252,5,55.58456897,-104.7890699,0,0,Open coniferous,6, ,0,Undisturbed,2007-252-05_1,2007-252-05_1_H,1,155,0.424657534,4.340170454,7.45,0.129576231,3-5 min,2007.252,0
